source,target,weight
MGYP000514416937,MGYP000376532953,0.849102
MGYP000514416937,MGYP000514416937,1.0000002
MGYP000169651421,MGYP000169651421,1.0
MGYP000683280333,MGYP003478536109,0.7012301
MGYP000683280333,MGYP002684202982,0.6784487
MGYP000683280333,MGYP000683280333,1.0
MGYP000683280333,MGYP001197543404,0.7413761
MGYP000683280333,MGYP001445736855,0.7196766
MGYP000683280333,MGYP000570385213,0.6964993
MGYP000683280333,MGYP001767359898,0.6534883
MGYP001767359898,MGYP001393498693,0.74660313
MGYP001767359898,MGYP001171702472,0.7574967
MGYP001767359898,MGYP001767359898,1.0000004
MGYP001767359898,MGYP003684770611,0.8379941
MGYP001767359898,MGYP006058695731,0.76500654
MGYP006230337853,MGYP006230337853,1.0000002
MGYP001445736855,MGYP003478536109,0.7213272
MGYP001445736855,MGYP002684202982,0.70003456
MGYP001445736855,MGYP005802204233,0.67795056
MGYP001445736855,MGYP001016976713,0.701819
MGYP001445736855,MGYP001445736855,1.0
MGYP001445736855,MGYP001197543404,0.7454828
MGYP001445736855,MGYP000570385213,0.7367104
MGYP001821912652,MGYP001821912652,1.0000001
MGYP000760903384,MGYP000760903384,1.0
MGYP000570385213,MGYP003478536109,0.679831
MGYP000570385213,MGYP005802204233,0.65314996
MGYP000570385213,MGYP001016976713,0.6544697
MGYP000570385213,MGYP000570385213,1.0
MGYP000570385213,MGYP001197543404,0.7451143
MGYP000376532953,MGYP000370618748,0.8723062
MGYP000376532953,MGYP002582620339,0.84249914
MGYP000376532953,MGYP000376532953,0.9999999
MGYP002582620339,MGYP000370618748,0.84139717
MGYP002582620339,MGYP002582620339,1.0
MGYP002737950596,MGYP002737950596,0.99999994
MGYP002146881449,MGYP002146881449,1.0
MGYP003652235864,MGYP003652235864,0.99999964
MGYP000336466773,MGYP000336466773,1.0
MGYP006058695731,MGYP001393498693,0.70516145
MGYP006058695731,MGYP003684770611,0.79392546
MGYP006058695731,MGYP006058695731,1.0000001
MGYP003950656417,MGYP003950656417,1.0
MGYP003684770611,MGYP001393498693,0.7288681
MGYP003684770611,MGYP003684770611,1.0000002
MGYP003684770611,MGYP001171702472,0.73745054
MGYP002356342061,MGYP002356342061,1.0000004
MGYP006234524557,MGYP001171702472,0.88519
MGYP006234524557,MGYP006234524557,0.9999999
MGYP001334555485,MGYP001334555485,0.9999999
MGYP001411893106,MGYP001411893106,1.0
MGYP001016976713,MGYP002684202982,0.6839398
MGYP001016976713,MGYP005802204233,0.6285267
MGYP001016976713,MGYP001016976713,1.0000002
MGYP001196144994,MGYP003968208361,0.77033156
MGYP001196144994,MGYP001196144994,1.0
MGYP002684202982,MGYP003478536109,0.65425545
MGYP002684202982,MGYP002684202982,1.0000002
MGYP000951978405,MGYP000951978405,1.0000001
MGYP005802204233,MGYP006257872751,0.65132594
MGYP005802204233,MGYP001395336724,0.6545559
MGYP005802204233,MGYP005802204233,0.9999998
MGYP005802204233,MGYP001197543404,0.6868367
MGYP000776360044,MGYP000776360044,0.99999994
MGYP000370618748,MGYP000370618748,1.0000001
MGYP001393498693,MGYP001393498693,1.0
MGYP001179831048,MGYP001179831048,1.0000001
MGYP001171702472,MGYP001171702472,0.99999976
MGYP005747009025,MGYP005747009025,0.9999999
MGYP003478536109,MGYP003478536109,1.0
MGYP003478536109,MGYP001197543404,0.68446696
MGYP001187017457,MGYP001187017457,0.9999998
MGYP001631917467,MGYP001631917467,0.99999964
MGYP000318273105,MGYP000318273105,1.0
MGYP003968208361,MGYP003968208361,0.99999994
MGYP003545247327,MGYP003545247327,1.0000001
MGYP005744915635,MGYP003711452157,0.74273944
MGYP005744915635,MGYP005744915635,0.99999976
MGYP003117921200,MGYP003117921200,1.0000002
MGYP003711452157,MGYP003711452157,1.0
MGYP001585449416,MGYP001585449416,0.99999976
MGYP000512887101,MGYP000512887101,1.0
MGYP001197543404,MGYP001197543404,1.0
MGYP003631793971,MGYP003631793971,1.0000001
MGYP006257872751,MGYP006257872751,0.9999998
MGYP006257872751,MGYP001395336724,0.68885595
MGYP005728107883,MGYP005728107883,1.0
MGYP001395336724,MGYP001395336724,0.99999976
MGYP002742670701,MGYP002742670701,1.0
MGYP001586327527,MGYP001586327527,1.0
MGYP000002417464,MGYP000002417464,0.99999976
MGYP000388688639,MGYP000388688639,1.0
MGYP003440211932,MGYP003440211932,1.0000002
MGYP003615183435,MGYP003615183435,0.9999998
MGYP003615183435,MGYP001039411298,0.6201991
MGYP001828490480,MGYP002349681367,0.57021946
MGYP001828490480,MGYP001359768432,0.6361077
MGYP001828490480,MGYP001828490480,0.99999994
MGYP000476812394,MGYP000476812394,1.0
MGYP001602832073,MGYP000987059000,0.58264786
MGYP001602832073,MGYP001602832073,1.0
MGYP002332274002,MGYP002332274002,1.0
MGYP006270996827,MGYP006270996827,1.0
MGYP002260195064,MGYP000556566385,0.6450629
MGYP002260195064,MGYP002260195064,0.9999998
MGYP002260195064,MGYP001819440403,0.7171774
MGYP002260195064,MGYP001312408776,0.68441105
MGYP002260195064,MGYP006302551645,0.6121045
MGYP001094529013,MGYP001094529013,1.0000001
MGYP000677813776,MGYP000677813776,1.0
MGYP002378793105,MGYP002378793105,1.0000002
MGYP002378793105,MGYP001591765352,0.60818726
MGYP000687671027,MGYP000687671027,0.99999994
MGYP001249334633,MGYP001249334633,1.0000001
MGYP001312408776,MGYP000556566385,0.7097453
MGYP001312408776,MGYP001819440403,0.66151184
MGYP001312408776,MGYP001312408776,1.0
MGYP001617167190,MGYP003881458555,0.6075865
MGYP001617167190,MGYP002349681367,0.64200896
MGYP001617167190,MGYP001617167190,1.0
MGYP001617167190,MGYP001359768432,0.5075151
MGYP000908981725,MGYP000908981725,1.0000001
MGYP001614853563,MGYP001614853563,1.0000001
MGYP001110582569,MGYP002349681367,0.6593389
MGYP001110582569,MGYP001110582569,0.99999994
MGYP001284549680,MGYP001284549680,1.0
MGYP002737518534,MGYP001568718109,0.6395207
MGYP002737518534,MGYP002737518534,0.9999999
MGYP000692776377,MGYP000692776377,1.0
MGYP000524099092,MGYP000524099092,1.0000002
MGYP001556267539,MGYP001556267539,0.9999999
MGYP001003641565,MGYP001003641565,0.9999998
MGYP000231380685,MGYP001547864269,0.66322875
MGYP000231380685,MGYP000231380685,1.0
MGYP000231380685,MGYP001556496751,0.7006519
MGYP000231380685,MGYP006281025723,0.6252943
MGYP003881458555,MGYP003881458555,1.0
MGYP006363775667,MGYP006363775667,0.9999998
MGYP001579098630,MGYP001579098630,1.0000002
MGYP001564916959,MGYP001564916959,0.99999976
MGYP000979112180,MGYP000979112180,1.0000001
MGYP002544748730,MGYP002544748730,1.0000002
MGYP005860324753,MGYP005860324753,1.0
MGYP000556566385,MGYP000556566385,1.0
MGYP001589079941,MGYP001589079941,0.9999998
MGYP001412657292,MGYP001412657292,1.0
MGYP000548424080,MGYP000548424080,1.0
MGYP000548424080,MGYP003565921772,0.6502979
MGYP000548424080,MGYP001591765352,0.6241209
MGYP002721826158,MGYP002721826158,1.0
MGYP000921923439,MGYP000921923439,1.0
MGYP001034221633,MGYP001034221633,0.9999999
MGYP001568766212,MGYP001568766212,1.0000001
MGYP003565921772,MGYP003565921772,0.99999994
MGYP001568718109,MGYP001568718109,1.0
MGYP001819440403,MGYP001819440403,1.0
MGYP001819440403,MGYP006302551645,0.6473267
MGYP002780336970,MGYP002780336970,0.9999999
MGYP000443654312,MGYP000443654312,1.0
MGYP002066264619,MGYP002066264619,0.9999999
MGYP001585995225,MGYP001585995225,1.0000002
MGYP001591765352,MGYP001591765352,1.0
MGYP001576822023,MGYP001576822023,1.0
MGYP001039411298,MGYP001039411298,1.0000001
MGYP002626552277,MGYP002626552277,1.0000001
MGYP002626552277,MGYP006302551645,0.62996614
MGYP001564439836,MGYP001564439836,1.0
MGYP001556496751,MGYP001547864269,0.61617696
MGYP001556496751,MGYP001556496751,1.0000002
MGYP003447825031,MGYP003447825031,1.0000002
MGYP006281025723,MGYP006281025723,1.0
MGYP001605276094,MGYP001605276094,1.0
MGYP001596632558,MGYP001596632558,1.0
MGYP006302551645,MGYP006302551645,0.9999999
MGYP000968521291,MGYP000968521291,1.0
MGYP002349681367,MGYP002349681367,1.0000002
MGYP003344387214,MGYP003344387214,1.0000002
MGYP000987059000,MGYP000987059000,1.0
MGYP001547864269,MGYP001547864269,1.0
MGYP003348868318,MGYP003348868318,1.0000001
MGYP002662203626,MGYP002662203626,1.0
MGYP001359768432,MGYP001359768432,1.0
MGYP001591874834,MGYP001591874834,1.0
MGYP000711279214,MGYP000711279214,0.99999994
MGYP003253654226,MGYP003253654226,1.0
MGYP002530489424,MGYP002530489424,0.9999999
MGYP001562896097,MGYP001562896097,1.0
MGYP001142679423,MGYP001142679423,0.9999998
MGYP001142679423,MGYP003428739144,0.72049093
MGYP006358781701,MGYP006358781701,1.0
MGYP002777070425,MGYP002777070425,0.9999999
MGYP003428739144,MGYP003428739144,1.0
MGYP005672335905,MGYP005672335905,1.0000002
MGYP006239959465,MGYP006239959465,1.0000005
MGYP001485263865,MGYP001485263865,0.9999999
MGYP006197190639,MGYP006197190639,0.99999964
MGYP001387290353,MGYP001387290353,1.0
MGYP006427093265,MGYP006427093265,1.0
MGYP000630876778,MGYP000143098929,0.6432674
MGYP000630876778,MGYP001176280878,0.7236068
MGYP000630876778,MGYP000284599007,0.6600306
MGYP000630876778,MGYP003663202131,0.6302782
MGYP000630876778,MGYP005839044079,0.60459185
MGYP000630876778,MGYP001775132489,0.68123484
MGYP000630876778,MGYP005626447323,0.74598217
MGYP000630876778,MGYP000610352312,0.6455484
MGYP000630876778,MGYP000151262412,0.668221
MGYP000630876778,MGYP000630876778,1.0
MGYP000630876778,MGYP006273162517,0.70320624
MGYP000630876778,MGYP000488705407,0.6869514
MGYP000630876778,MGYP003571907727,0.6762468
MGYP000630876778,MGYP002839844036,0.6614007
MGYP000630876778,MGYP002770126413,0.6764092
MGYP000630876778,MGYP002524978229,0.6668792
MGYP000630876778,MGYP001162731966,0.6726721
MGYP000630876778,MGYP003461107273,0.65445876
MGYP000630876778,MGYP001286999346,0.6631097
MGYP000630876778,MGYP001376717819,0.6595217
MGYP000630876778,MGYP000627045059,0.7071034
MGYP000630876778,MGYP005731242487,0.6678694
MGYP000630876778,MGYP000672403495,0.6561861
MGYP000630876778,MGYP003859855505,0.6596919
MGYP000630876778,MGYP000348116747,0.6363175
MGYP000630876778,MGYP003031098883,0.6884678
MGYP000630876778,MGYP000597363523,0.64513046
MGYP000630876778,MGYP005729093071,0.65954864
MGYP000630876778,MGYP001311004104,0.64555717
MGYP000630876778,MGYP001418103223,0.6397888
MGYP000630876778,MGYP005846307909,0.66345656
MGYP000630876778,MGYP000161198749,0.64108086
MGYP000630876778,MGYP002724153505,0.65628487
MGYP000630876778,MGYP003324451627,0.6918557
MGYP000630876778,MGYP002642302360,0.63947296
MGYP000630876778,MGYP001791625403,0.6399738
MGYP000630876778,MGYP003340199898,0.64603007
MGYP000630876778,MGYP006303295387,0.6569949
MGYP000630876778,MGYP001263505863,0.62597895
MGYP000630876778,MGYP001585074678,0.6221005
MGYP000630876778,MGYP001269575737,0.69496185
MGYP000630876778,MGYP001290801360,0.6650461
MGYP000630876778,MGYP001530569284,0.65189874
MGYP006368307387,MGYP000795801609,0.70214736
MGYP006368307387,MGYP001131683462,0.6912673
MGYP006368307387,MGYP003653655856,0.70598006
MGYP006368307387,MGYP006368307387,1.0
MGYP006368307387,MGYP002518962648,0.752522
MGYP006255575531,MGYP001179223719,0.70339715
MGYP006255575531,MGYP002518962648,0.7207025
MGYP006255575531,MGYP003372115062,0.72711766
MGYP006255575531,MGYP006255575531,0.99999976
MGYP001060471956,MGYP000795801609,0.8763715
MGYP001060471956,MGYP000611794321,0.7919215
MGYP001060471956,MGYP001659160471,0.8402554
MGYP001060471956,MGYP006107232941,0.74129355
MGYP001060471956,MGYP000087123174,0.7542783
MGYP001060471956,MGYP004540917083,0.7565028
MGYP001060471956,MGYP006225623709,0.7494067
MGYP001060471956,MGYP000193317918,0.70127004
MGYP001060471956,MGYP001521881280,0.7549472
MGYP001060471956,MGYP005624907601,0.7523762
MGYP001060471956,MGYP000587996094,0.8425206
MGYP001060471956,MGYP001060471956,0.9999999
MGYP001060471956,MGYP001615894887,0.72341645
MGYP000477312481,MGYP000563041180,0.7322529
MGYP000477312481,MGYP000865830874,0.77654934
MGYP000477312481,MGYP001017070727,0.7721697
MGYP000477312481,MGYP000566057182,0.8137659
MGYP000477312481,MGYP002754959670,0.74197453
MGYP000477312481,MGYP000477312481,1.0000002
MGYP002754959670,MGYP000563041180,0.72368246
MGYP002754959670,MGYP000865830874,0.70337474
MGYP002754959670,MGYP000566057182,0.7133754
MGYP002754959670,MGYP002754959670,0.9999999
MGYP002754959670,MGYP001017070727,0.7055671
MGYP001775132489,MGYP000143098929,0.71060586
MGYP001775132489,MGYP001176280878,0.68264
MGYP001775132489,MGYP000284599007,0.7494231
MGYP001775132489,MGYP003663202131,0.6948244
MGYP001775132489,MGYP005839044079,0.6299628
MGYP001775132489,MGYP001775132489,1.0
MGYP001775132489,MGYP000161198749,0.73625946
MGYP001775132489,MGYP002642302360,0.7251675
MGYP001775132489,MGYP001530569284,0.7621654
MGYP001775132489,MGYP000672403495,0.7086599
MGYP001775132489,MGYP002770126413,0.7124907
MGYP001775132489,MGYP000151262412,0.7390115
MGYP001775132489,MGYP000597363523,0.69431084
MGYP001775132489,MGYP003461107273,0.69312406
MGYP001775132489,MGYP002724153505,0.71083784
MGYP001775132489,MGYP000627045059,0.72759
MGYP001775132489,MGYP000488705407,0.690061
MGYP001775132489,MGYP000348116747,0.7000339
MGYP001775132489,MGYP001269575737,0.7157708
MGYP001775132489,MGYP003031098883,0.71451616
MGYP001775132489,MGYP005731242487,0.6915258
MGYP001775132489,MGYP001418103223,0.68431234
MGYP001775132489,MGYP003571907727,0.6757134
MGYP001775132489,MGYP001162731966,0.6800042
MGYP001775132489,MGYP002839844036,0.6672418
MGYP001775132489,MGYP001376717819,0.6637649
MGYP001775132489,MGYP000610352312,0.6724986
MGYP001775132489,MGYP005729093071,0.66675854
MGYP001775132489,MGYP003340199898,0.6756215
MGYP001775132489,MGYP001286999346,0.67459166
MGYP001775132489,MGYP001791625403,0.67015314
MGYP001775132489,MGYP003859855505,0.671186
MGYP001775132489,MGYP001585074678,0.65912366
MGYP001775132489,MGYP006273162517,0.6788442
MGYP001775132489,MGYP003324451627,0.7010235
MGYP001775132489,MGYP001311004104,0.6661527
MGYP001775132489,MGYP006303295387,0.67268586
MGYP001775132489,MGYP005846307909,0.674666
MGYP001775132489,MGYP005626447323,0.6753049
MGYP001775132489,MGYP002524978229,0.64508224
MGYP001775132489,MGYP001263505863,0.6332991
MGYP001775132489,MGYP001290801360,0.65874016
MGYP002633134590,MGYP002633134590,1.0000001
MGYP001017070727,MGYP000563041180,0.7496557
MGYP001017070727,MGYP000865830874,0.8701272
MGYP001017070727,MGYP001017070727,1.0
MGYP001017070727,MGYP002480782690,0.8506626
MGYP001017070727,MGYP000566057182,0.7681067
MGYP006107232941,MGYP000795801609,0.7504572
MGYP006107232941,MGYP006101799017,0.7553927
MGYP006107232941,MGYP000611794321,0.7435514
MGYP006107232941,MGYP006107232941,0.9999999
MGYP006107232941,MGYP000587996094,0.7292174
MGYP006107232941,MGYP000087123174,0.7129339
MGYP006107232941,MGYP000193317918,0.7128788
MGYP006107232941,MGYP001659160471,0.72118443
MGYP006107232941,MGYP002778681986,0.729956
MGYP006107232941,MGYP005624907601,0.6978628
MGYP001179223719,MGYP001179223719,1.0
MGYP001179223719,MGYP003372115062,0.73836243
MGYP001585074678,MGYP000143098929,0.68764126
MGYP001585074678,MGYP001176280878,0.70455736
MGYP001585074678,MGYP000284599007,0.6956447
MGYP001585074678,MGYP003663202131,0.6934905
MGYP001585074678,MGYP005839044079,0.7012418
MGYP001585074678,MGYP005626447323,0.68199646
MGYP001585074678,MGYP000610352312,0.73911065
MGYP001585074678,MGYP000151262412,0.7344383
MGYP001585074678,MGYP001530569284,0.70580626
MGYP001585074678,MGYP000348116747,0.72194463
MGYP001585074678,MGYP003031098883,0.71755207
MGYP001585074678,MGYP002642302360,0.6957554
MGYP001585074678,MGYP000488705407,0.71031207
MGYP001585074678,MGYP001263505863,0.6416906
MGYP001585074678,MGYP003340199898,0.72593015
MGYP001585074678,MGYP002524978229,0.69376856
MGYP001585074678,MGYP005731242487,0.70790446
MGYP001585074678,MGYP005729093071,0.7073315
MGYP001585074678,MGYP001286999346,0.6997559
MGYP001585074678,MGYP003461107273,0.7345859
MGYP001585074678,MGYP001418103223,0.71148324
MGYP001585074678,MGYP001791625403,0.7148134
MGYP001585074678,MGYP006303295387,0.7131761
MGYP001585074678,MGYP000627045059,0.74663186
MGYP001585074678,MGYP002724153505,0.7160494
MGYP001585074678,MGYP003859855505,0.72723496
MGYP001585074678,MGYP001290801360,0.6649533
MGYP001585074678,MGYP001585074678,0.99999994
MGYP001585074678,MGYP000672403495,0.729285
MGYP001585074678,MGYP001162731966,0.7237949
MGYP001585074678,MGYP000597363523,0.72896755
MGYP001585074678,MGYP001311004104,0.72239333
MGYP001585074678,MGYP005846307909,0.70635134
MGYP001585074678,MGYP001269575737,0.6792351
MGYP001585074678,MGYP002770126413,0.7183169
MGYP001585074678,MGYP003571907727,0.71099603
MGYP001585074678,MGYP006273162517,0.710469
MGYP001585074678,MGYP001376717819,0.705794
MGYP001585074678,MGYP000161198749,0.7014673
MGYP001585074678,MGYP003324451627,0.7182052
MGYP001585074678,MGYP002839844036,0.70407224
MGYP001286999346,MGYP000143098929,0.6838784
MGYP001286999346,MGYP001176280878,0.7298611
MGYP001286999346,MGYP000284599007,0.70506305
MGYP001286999346,MGYP003663202131,0.6998955
MGYP001286999346,MGYP005839044079,0.67211354
MGYP001286999346,MGYP005626447323,0.70231223
MGYP001286999346,MGYP000610352312,0.70022076
MGYP001286999346,MGYP000151262412,0.7393047
MGYP001286999346,MGYP001530569284,0.7063343
MGYP001286999346,MGYP000348116747,0.73186785
MGYP001286999346,MGYP003031098883,0.7243545
MGYP001286999346,MGYP002642302360,0.69743764
MGYP001286999346,MGYP000488705407,0.74546826
MGYP001286999346,MGYP001263505863,0.6402582
MGYP001286999346,MGYP003340199898,0.7086812
MGYP001286999346,MGYP002524978229,0.8385723
MGYP001286999346,MGYP005731242487,0.7122323
MGYP001286999346,MGYP005729093071,0.7064755
MGYP001286999346,MGYP001286999346,1.0000001
MGYP001286999346,MGYP002839844036,0.8032377
MGYP001286999346,MGYP002770126413,0.75278926
MGYP001286999346,MGYP006273162517,0.7473223
MGYP001286999346,MGYP000672403495,0.7125801
MGYP001286999346,MGYP000627045059,0.7277016
MGYP001286999346,MGYP003461107273,0.7277018
MGYP001286999346,MGYP001791625403,0.7195964
MGYP001286999346,MGYP001376717819,0.7163171
MGYP001286999346,MGYP002724153505,0.70131296
MGYP001286999346,MGYP003571907727,0.7066774
MGYP001286999346,MGYP000161198749,0.70718116
MGYP001286999346,MGYP000948339928,0.6735153
MGYP001286999346,MGYP001162731966,0.7025944
MGYP001286999346,MGYP001418103223,0.70093995
MGYP001286999346,MGYP003859855505,0.68923736
MGYP001286999346,MGYP001269575737,0.65525734
MGYP001286999346,MGYP005846307909,0.68106276
MGYP001286999346,MGYP006303295387,0.69250935
MGYP001286999346,MGYP001311004104,0.674511
MGYP001286999346,MGYP000597363523,0.69231594
MGYP001286999346,MGYP001521881280,0.68521744
MGYP001286999346,MGYP003324451627,0.6956684
MGYP001286999346,MGYP001290801360,0.6697318
MGYP003663202131,MGYP000143098929,0.76557875
MGYP003663202131,MGYP001176280878,0.69559205
MGYP003663202131,MGYP000284599007,0.7240897
MGYP003663202131,MGYP003663202131,1.0
MGYP003663202131,MGYP002642302360,0.8113886
MGYP003663202131,MGYP000161198749,0.79311085
MGYP003663202131,MGYP000597363523,0.7511474
MGYP003663202131,MGYP003461107273,0.7348546
MGYP003663202131,MGYP001162731966,0.712623
MGYP003663202131,MGYP001269575737,0.6882051
MGYP003663202131,MGYP000348116747,0.71199656
MGYP003663202131,MGYP005731242487,0.71226525
MGYP003663202131,MGYP000627045059,0.721145
MGYP003663202131,MGYP002770126413,0.7165797
MGYP003663202131,MGYP000672403495,0.7092544
MGYP003663202131,MGYP002724153505,0.70665765
MGYP003663202131,MGYP003571907727,0.70356756
MGYP003663202131,MGYP000151262412,0.7338793
MGYP003663202131,MGYP000488705407,0.7108512
MGYP003663202131,MGYP006273162517,0.7060553
MGYP003663202131,MGYP001418103223,0.7027259
MGYP003663202131,MGYP001791625403,0.6958115
MGYP003663202131,MGYP001376717819,0.7079339
MGYP003663202131,MGYP002839844036,0.70275193
MGYP003663202131,MGYP001530569284,0.7238172
MGYP003663202131,MGYP005729093071,0.6939099
MGYP003663202131,MGYP003031098883,0.69182533
MGYP003663202131,MGYP000610352312,0.6882133
MGYP003663202131,MGYP002524978229,0.69017386
MGYP003663202131,MGYP003859855505,0.6831778
MGYP003663202131,MGYP001311004104,0.6752432
MGYP003663202131,MGYP003324451627,0.6882197
MGYP003663202131,MGYP005626447323,0.6705892
MGYP003663202131,MGYP006303295387,0.6803249
MGYP003663202131,MGYP003340199898,0.67722297
MGYP003663202131,MGYP005846307909,0.6758497
MGYP003663202131,MGYP005839044079,0.6429061
MGYP003663202131,MGYP001290801360,0.6572266
MGYP003663202131,MGYP001263505863,0.63457096
MGYP000795801609,MGYP000795801609,1.0000001
MGYP000795801609,MGYP000587996094,0.86071324
MGYP000795801609,MGYP000611794321,0.7965354
MGYP000795801609,MGYP002778681986,0.76551414
MGYP000795801609,MGYP005624907601,0.74323285
MGYP000795801609,MGYP001131683462,0.748857
MGYP000795801609,MGYP000193317918,0.717677
MGYP000795801609,MGYP006101799017,0.708745
MGYP002777245386,MGYP002777245386,1.0000001
MGYP002777245386,MGYP001191387087,0.76873046
MGYP002777245386,MGYP003451542328,0.6962451
MGYP002777245386,MGYP005619154437,0.70331556
MGYP000143098929,MGYP000143098929,0.9999998
MGYP000143098929,MGYP000161198749,0.7791245
MGYP000143098929,MGYP002642302360,0.7630011
MGYP000143098929,MGYP000284599007,0.7282879
MGYP000143098929,MGYP000597363523,0.74708533
MGYP000143098929,MGYP001530569284,0.7303187
MGYP000143098929,MGYP001269575737,0.70199466
MGYP000143098929,MGYP003461107273,0.71935284
MGYP000143098929,MGYP001162731966,0.7212855
MGYP000143098929,MGYP002770126413,0.7134449
MGYP000143098929,MGYP003031098883,0.7192502
MGYP000143098929,MGYP005729093071,0.7048924
MGYP000143098929,MGYP001376717819,0.70376956
MGYP000143098929,MGYP000488705407,0.71433127
MGYP000143098929,MGYP001418103223,0.7039567
MGYP000143098929,MGYP003571907727,0.7073666
MGYP000143098929,MGYP000610352312,0.7085016
MGYP000143098929,MGYP005731242487,0.7013829
MGYP000143098929,MGYP000348116747,0.7133709
MGYP000143098929,MGYP006273162517,0.7079359
MGYP000143098929,MGYP000672403495,0.6955152
MGYP000143098929,MGYP001521881280,0.7112409
MGYP000143098929,MGYP003324451627,0.69592786
MGYP000143098929,MGYP002839844036,0.6973349
MGYP000143098929,MGYP002724153505,0.68955153
MGYP000143098929,MGYP005626447323,0.69003963
MGYP000143098929,MGYP001791625403,0.6870078
MGYP000143098929,MGYP001176280878,0.6787355
MGYP000143098929,MGYP001263505863,0.6630065
MGYP000143098929,MGYP002524978229,0.6799477
MGYP000143098929,MGYP005846307909,0.6828057
MGYP000143098929,MGYP006303295387,0.671394
MGYP000143098929,MGYP001311004104,0.6689044
MGYP000143098929,MGYP003340199898,0.68169075
MGYP000143098929,MGYP005839044079,0.6380367
MGYP000610352312,MGYP001176280878,0.67713636
